"","coefs","pvals"
"bb_lower_band_z_score_21_delta",-0.0245250823621935,0.386454612246453
"market_Open_rolling_stdev_21_delta",-2.17649880757865,0.38903262149353
"bb_upper_band_rolling_stdev_21_delta",-0.992589119473813,0.394801513413904
"market_bb_upper_band_rolling_min_5_delta",167.246049249429,0.395481293163848
"Close_rolling_min_10_delta",15.8330995123487,0.397630612346287
"market_bb_lower_diff_rolling_max_21_delta",1.44255709834585,0.402093990677669
"market_bb_upper_diff_rolling_stdev_10_delta",0.97559992362139,0.405195769718058
"market_bb_upper_band_z_score_21_delta",-0.000959062144456081,0.405990455896405
"market_bb_upper_diff_z_score_10",-0.327002337743917,0.411301855724936
"High_rolling_stdev_21_delta",3.64892869772792,0.412930905088547
"market_bb_upper_band_z_score_65_delta",-0.0735193462792448,0.41317134279405
"macd_hist_rolling_max_10_delta",0.0433109233245804,0.414258890365901
"macd_hist_rolling_mean_10_delta",0.0210308133677999,0.415417515174209
"macd_hist_delta",0.0332318896673854,0.417196159618786
"bb_upper_diff_z_score_5",0.264781588125963,0.422436599491507
"market_bb_upper_band_rolling_max_5_delta",142.915126997804,0.424031417343761
"bb_upper_band_rolling_stdev_65_delta",5.28312711099566,0.425532231975423
"rsi_z_score_21_delta",0.0198641057698252,0.427390912518222
"High_rolling_mean_5_delta",-70.2649150419929,0.43371844602514
"market_macd_hist_rolling_mean_65_delta",0.0331368101569293,0.437234150234208
"rsi_rolling_min_21_delta",1.20008544784406,0.442291774526475
"market_Open_rolling_min_10_delta",22.1915724938063,0.443286500904932
